0 0 1.93222 0.0258507 -0.0340629 1.37599
0.01 0 1.93214 0.0364908 0.0279826 1.37605
0.02 0 1.93269 0.0469423 0.0898933 1.37572
0.03 0 1.93323 0.0571226 0.151394 1.37547
0.04 0 1.93364 0.0671859 0.212322 1.37548
0.05 0 1.93411 0.0771422 0.27245 1.37574
0.06 0 1.93472 0.0869411 0.331548 1.37615
0.07 0 1.93544 0.0965244 0.38939 1.37665
0.08 0 1.93626 0.10585 0.445748 1.37725
0.09 0 1.93716 0.114886 0.500409 1.37793
0.1 0 1.93815 0.123597 0.55317 1.37871
0.11 0 1.93921 0.131939 0.603831 1.37958
0.12 0 1.94035 0.139865 0.652181 1.38057
0.13 0 1.94148 0.147366 0.698027 1.38171
0.14 0 1.94262 0.154482 0.74122 1.38297
0.15 0 1.94388 0.161138 0.781576 1.38424
0.16 0 1.94524 0.167269 0.818907 1.38551
0.17 0 1.94665 0.172866 0.853072 1.38682
0.18 0 1.94809 0.177916 0.883941 1.38819
0.19 0 1.94958 0.182402 0.911384 1.38961
0.2 0 1.9511 0.186306 0.935278 1.39108
0.21 0 1.95266 0.189617 0.955537 1.39258
0.22 0 1.95425 0.19232 0.972139 1.39412
0.23 0 1.95591 0.194378 0.984941 1.39576
0.24 0 1.95775 0.195737 0.993378 1.39761
0.25 0 1.95948 0.196425 0.997152 1.39943
0.26 0 1.96084 0.196566 0.997526 1.40072
0.27 0 1.96226 0.196124 0.995238 1.40202
0.28 0 1.96396 0.195088 0.989279 1.4038
0.29 0 1.96576 0.193397 0.978902 1.40567
0.3 0 1.96746 0.191033 0.964268 1.40743
0.31 0 1.96909 0.188014 0.945706 1.40909
0.32 0 1.97068 0.184369 0.923391 1.41072
0.33 0 1.97224 0.180119 0.897384 1.41232
0.34 0 1.97376 0.175276 0.867763 1.41389
0.35 0 1.97524 0.169856 0.83464 1.41541
0.36 0 1.97665 0.163885 0.798146 1.41687
0.37 0 1.978 0.157381 0.758419 1.41826
0.38 0 1.97934 0.150395 0.715599 1.41948
0.39 0 1.98066 0.142882 0.669867 1.42061
0.4 0 1.98183 0.134865 0.621411 1.42176
0.41 0 1.98286 0.12643 0.570408 1.4229
0.42 0 1.98379 0.117624 0.517072 1.42398
0.43 0 1.9846 0.108466 0.46163 1.42496
0.44 0 1.98527 0.0989815 0.404297 1.42584
0.45 0 1.98581 0.0892101 0.345306 1.42661
0.46 0 1.98621 0.0791948 0.284908 1.42727
0.47 0 1.98654 0.0689618 0.223336 1.42785
0.48 0 1.98677 0.0585019 0.160857 1.42845
0.49 0 1.9868 0.0478163 0.0977256 1.42923
0.5 0 1.98631 0.0371836 0.0341348 1.42997
0.51 0 1.98604 0.0269092 -0.0295799 1.43019
0.52 0 1.9862 0.0164511 -0.0931011 1.42974
0.53 0 1.98614 0.00580461 -0.156175 1.42913
0.54 0 1.98578 -0.00475474 -0.218597 1.42849
0.55 0 1.98526 -0.015088 -0.280124 1.42788
0.56 0 1.98472 -0.0251917 -0.34052 1.42719
0.57 0 1.98416 -0.0350533 -0.399538 1.42639
0.58 0 1.98353 -0.0446393 -0.456935 1.42549
0.59 0 1.98281 -0.0539065 -0.51247 1.42452
0.6 0 1.98201 -0.0628202 -0.565916 1.42348
0.61 0 1.98111 -0.071358 -0.617065 1.4224
0.62 0 1.98012 -0.0794922 -0.665701 1.42129
0.63 0 1.97894 -0.0871457 -0.71163 1.42021
0.64 0 1.97768 -0.0942403 -0.754684 1.41907
0.65 0 1.97641 -0.100842 -0.794674 1.41774
0.66 0 1.97508 -0.106921 -0.831441 1.41631
0.67 0 1.97366 -0.112445 -0.864855 1.41481
0.68 0 1.97218 -0.117391 -0.894783 1.41326
0.69 0 1.97064 -0.121738 -0.921107 1.41167
0.7 0 1.96907 -0.125476 -0.943735 1.41005
0.71 0 1.96746 -0.128594 -0.962632 1.40842
0.72 0 1.96578 -0.13106 -0.977738 1.40672
0.73 0 1.96398 -0.132837 -0.988722 1.40483
0.74 0 1.96212 -0.133931 -0.9951 1.40284
0.75 0 1.96051 -0.134405 -0.997357 1.40132
0.76 0 1.95913 -0.134266 -0.996727 1.4001
0.77 0 1.95754 -0.133604 -0.993012 1.39855
0.78 0 1.95571 -0.132289 -0.985161 1.39681
0.79 0 1.95391 -0.13029 -0.972945 1.39511
0.8 0 1.95223 -0.127626 -0.956713 1.39355
0.81 0 1.95059 -0.124334 -0.936765 1.39206
0.82 0 1.94898 -0.120438 -0.913201 1.3906
0.83 0 1.9474 -0.115956 -0.886092 1.38919
0.84 0 1.94587 -0.110901 -0.855545 1.38782
0.85 0 1.94438 -0.105293 -0.821694 1.3865
0.86 0 1.94293 -0.0991485 -0.784682 1.3852
0.87 0 1.94155 -0.0924835 -0.744649 1.3839
0.88 0 1.94029 -0.0853247 -0.701761 1.38255
0.89 0 1.93914 -0.0777745 -0.656207 1.3813
0.9 0 1.93795 -0.0698149 -0.608166 1.38017
0.91 0 1.93682 -0.0614378 -0.557789 1.37915
0.92 0 1.93582 -0.0526798 -0.505284 1.37824
