0 -1 1.01827 -0.492962 -0.000141934 -2.64124e-05 0.618531 0.572058 -3.25983e-06 0.0881897 -3.7094e-06
0.0078125 -1 1.01787 -0.492762 -7.12222e-05 -2.8353e-05 0.61813 0.57221 -5.28295e-06 0.0881542 -6.00993e-06
0.015625 -1 1.01721 -0.492749 1.0315e-05 -2.96844e-05 0.617444 0.572468 -7.5256e-06 0.0880947 -9.21792e-06
0.0234375 -1 1.01633 -0.49289 0.000103188 -3.12001e-05 0.61652 0.572779 -1.0689e-05 0.0880166 -1.39913e-05
0.03125 -1 1.01527 -0.493102 0.000189264 -3.27932e-05 0.615423 0.573093 -1.31197e-05 0.0879251 -1.83018e-05
0.0390625 -1 1.01434 -0.493128 0.00026778 -3.49472e-05 0.614448 0.573295 -1.45189e-05 0.0878454 -1.93474e-05
0.046875 -1 1.01337 -0.493073 0.000319386 -3.61513e-05 0.613524 0.573428 -1.70436e-05 0.0877661 -1.93492e-05
0.0546875 -1 1.01233 -0.493101 0.000343517 -3.34173e-05 0.612489 0.573641 -1.7709e-05 0.0876754 -2.18803e-05
0.0625 -1 1.01165 -0.492771 0.000388544 -3.28e-05 0.611789 0.573644 -1.598e-05 0.0876186 -1.96923e-05
0.0703125 -1 1.01085 -0.492464 0.000385871 -3.04388e-05 0.611047 0.573772 -1.42321e-05 0.0875514 -1.47052e-05
0.078125 -1 1.01057 -0.491802 0.000347427 -2.96587e-05 0.610716 0.57372 -1.11093e-05 0.087524 -9.91396e-06
0.0859375 -1 1.01044 -0.491112 0.000328353 -3.12097e-05 0.610484 0.573594 -7.68386e-06 0.0875123 -7.24583e-06
0.09375 -1 1.01021 -0.490561 0.000320045 -3.3374e-05 0.610205 0.573578 -5.58012e-06 0.0874941 -4.7426e-06
0.101562 -1 1.0099 -0.490156 0.000318842 -3.56087e-05 0.609851 0.573665 -4.14733e-06 0.0874659 -2.89623e-06
0.109375 -1 1.0095 -0.489909 0.000321374 -3.80044e-05 0.609427 0.57383 -3.34141e-06 0.0874296 -1.81201e-06
0.117188 -1 1.00909 -0.489763 0.000328724 -4.06635e-05 0.609004 0.574016 -3.01924e-06 0.0873921 -1.35637e-06
0.125 -1 1.00864 -0.489726 0.000341072 -4.31878e-05 0.608566 0.574214 -3.5006e-06 0.087352 -1.76806e-06
0.132812 -1 1.00811 -0.489828 0.000357155 -4.50792e-05 0.608082 0.574424 -4.97334e-06 0.0873063 -3.46379e-06
0.140625 -1 1.00755 -0.490074 0.000375572 -4.60569e-05 0.607563 0.574607 -6.8907e-06 0.0872577 -5.3452e-06
0.148438 -1 1.00695 -0.49047 0.000395925 -4.59941e-05 0.607006 0.574762 -8.23813e-06 0.0872074 -6.20636e-06
0.15625 -1 1.00633 -0.491019 0.000418292 -4.4171e-05 0.606411 0.574911 -9.19174e-06 0.0871551 -6.90147e-06
0.164062 -1 1.00567 -0.491723 0.000441206 -3.96423e-05 0.605779 0.575068 -9.81808e-06 0.0870995 -7.91447e-06
0.171875 -1 1.005 -0.492569 0.000461293 -3.24076e-05 0.605116 0.575238 -9.95078e-06 0.0870409 -8.56474e-06
0.179688 -1 1.00436 -0.493506 0.000477311 -2.43674e-05 0.604459 0.575405 -8.77579e-06 0.0869828 -7.85397e-06
0.1875 -1 1.00381 -0.49446 0.000487165 -1.79103e-05 0.603857 0.575576 -5.59355e-06 0.0869308 -3.6871e-06
0.195312 -1 1.00334 -0.495386 0.000486477 -1.31707e-05 0.603342 0.575775 -9.26235e-07 0.0868876 1.4884e-06
0.203125 -1 1.00296 -0.496269 0.000481551 -1.00698e-05 0.602914 0.576017 3.00979e-06 0.0868513 5.5693e-06
0.210938 -1 1.00262 -0.497111 0.000458655 -8.44655e-06 0.602556 0.576303 5.71749e-06 0.0868196 8.34956e-06
0.21875 -1 1.00234 -0.497873 0.000433271 -8.01098e-06 0.602291 0.576605 7.10131e-06 0.0867934 9.49432e-06
0.226562 -1 1.00228 -0.498406 0.000410102 -9.20731e-06 0.602241 0.576785 7.18462e-06 0.0867882 8.83035e-06
0.234375 -1 1.00235 -0.498762 0.000387044 -9.92588e-06 0.602353 0.576871 6.07257e-06 0.0867965 6.6189e-06
0.242188 -1 1.00258 -0.498974 0.000372024 -1.05751e-05 0.602613 0.576844 3.92787e-06 0.0868174 2.48263e-06
0.25 -1 1.00287 -0.499105 0.000361113 -1.1229e-05 0.60293 0.576705 2.1096e-06 0.0868452 -1.23646e-06
0.257812 -1 1.0032 -0.499148 0.000357659 -1.16247e-05 0.603267 0.576519 4.71268e-07 0.0868761 -3.16833e-06
0.265625 -1 1.00345 -0.499216 0.00034701 -1.0833e-05 0.603517 0.576349 -5.5875e-07 0.0869014 -4.22365e-06
0.273438 -1 1.00351 -0.499372 0.000354386 -7.93889e-06 0.603584 0.576281 -9.70218e-07 0.0869094 -5.10448e-06
0.28125 -1 1.00341 -0.499579 0.00036445 -5.05747e-06 0.603516 0.576308 -7.90377e-07 0.0869028 -5.39938e-06
0.289062 -1 1.00318 -0.499859 0.000377854 -2.06339e-06 0.603291 0.576459 2.43028e-07 0.0868799 -4.08952e-06
0.296875 -1 1.00279 -0.500233 0.000393709 1.2691e-06 0.602906 0.576743 2.43186e-06 0.0868421 -9.55933e-07
0.304688 -1 1.00228 -0.500699 0.000409113 4.39158e-06 0.602383 0.577148 5.20495e-06 0.0867935 2.88305e-06
