0 0 1.62591 0.00939642 -0.0342547 1.08661
0.01 0 1.62601 0.0430527 0.0181746 1.08667
0.02 0 1.62835 0.0763339 0.0706779 1.08746
0.03 0 1.63251 0.109004 0.123228 1.08934
0.04 0 1.63803 0.141224 0.175666 1.09232
0.05 0 1.64426 0.17301 0.227699 1.09629
0.06 0 1.6509 0.204301 0.279152 1.10109
0.07 0 1.65792 0.235017 0.330001 1.10674
0.08 0 1.66563 0.265071 0.380102 1.11335
0.09 0 1.67419 0.294393 0.429309 1.12094
0.1 0 1.6836 0.322898 0.477501 1.1295
0.11 0 1.69383 0.350477 0.524557 1.13897
0.12 0 1.70485 0.377018 0.570344 1.14928
0.13 0 1.71653 0.402444 0.614675 1.16035
0.14 0 1.7288 0.426691 0.657337 1.17212
0.15 0 1.74154 0.449716 0.698194 1.18448
0.16 0 1.75468 0.471455 0.737151 1.19734
0.17 0 1.76825 0.491833 0.774091 1.21072
0.18 0 1.78236 0.510786 0.808816 1.22479
0.19 0 1.79734 0.528317 0.841026 1.23963
0.2 0 1.81328 0.544276 0.870438 1.25488
0.21 0 1.82969 0.558571 0.897003 1.2703
0.22 0 1.84625 0.57116 0.920791 1.28602
0.23 0 1.86313 0.581965 0.94169 1.30235
0.24 0 1.88047 0.590955 0.959337 1.3195
0.25 0 1.89835 0.598212 0.973241 1.33749
0.26 0 1.91689 0.603811 0.982931 1.3561
0.27 0 1.93564 0.607719 0.988288 1.37483
0.28 0 1.95405 0.60976 0.98969 1.39344
0.29 0 1.9723 0.609657 0.987518 1.41205
0.3 0 1.99095 0.607324 0.982108 1.43112
0.31 0 2.01036 0.602914 0.973798 1.45064
0.32 0 2.03113 0.596472 0.962204 1.47124
0.33 0 2.05411 0.587886 0.945837 1.49367
0.34 0 2.07842 0.576849 0.924255 1.5176
0.35 0 2.10284 0.563529 0.897804 1.5428
0.36 0 2.12765 0.547962 0.866951 1.5693
0.37 0 2.15366 0.529932 0.831863 1.59679
0.38 0 2.18061 0.509109 0.792565 1.62474
0.39 0 2.20801 0.485521 0.749034 1.65328
0.4 0 2.23597 0.459243 0.701311 1.68242
0.41 0 2.26441 0.430296 0.649583 1.71177
0.42 0 2.2928 0.398698 0.594087 1.74084
0.43 0 2.32054 0.364376 0.535026 1.76936
0.44 0 2.34696 0.327328 0.472599 1.79716
0.45 0 2.37148 0.287801 0.407066 1.82359
0.46 0 2.39322 0.246119 0.338802 1.84775
0.47 0 2.41077 0.2026 0.268305 1.86892
0.48 0 2.42283 0.157517 0.196069 1.88644
0.49 0 2.4292 0.111181 0.12247 1.89963
