0.2 -1 0.132224
0.212121 -1 0.131471
0.224242 -1 0.130681
0.236364 -1 0.129856
0.248485 -1 0.128996
0.260606 -1 0.128104
0.272727 -1 0.127181
0.284848 -1 0.126228
0.29697 -1 0.125247
0.309091 -1 0.12424
0.321212 -1 0.123208
0.333333 -1 0.122154
0.345455 -1 0.121079
0.357576 -1 0.119986
0.369697 -1 0.118876
0.381818 -1 0.117752
0.393939 -1 0.116615
0.406061 -1 0.115469
0.418182 -1 0.114315
0.430303 -1 0.113156
0.442424 -1 0.111995
0.454545 -1 0.110834
0.466667 -1 0.109675
0.478788 -1 0.108522
0.490909 -1 0.107377
0.50303 -1 0.106243
0.515152 -1 0.105123
0.527273 -1 0.10402
0.539394 -1 0.102938
0.551515 -1 0.101878
0.563636 -1 0.100845
0.575758 -1 0.0998422
0.587879 -1 0.0988724
0.6 -1 0.0979391
0.612121 -1 0.0970461
0.624242 -1 0.0961968
0.636364 -1 0.0953948
0.648485 -1 0.0946441
0.660606 -1 0.0939482
0.672727 -1 0.0933112
0.684848 -1 0.0927369
0.69697 -1 0.0922294
0.709091 -1 0.0917927
0.721212 -1 0.0914311
0.733333 -1 0.0911487
0.745455 -1 0.0909499
0.757576 -1 0.0908391
0.769697 -1 0.0908206
0.781818 -1 0.0908991
0.793939 -1 0.091079
0.806061 -1 0.0913652
0.818182 -1 0.0917622
0.830303 -1 0.0922749
0.842424 -1 0.0929083
0.854545 -1 0.0936672
0.866667 -1 0.0945566
0.878788 -1 0.0955817
0.890909 -1 0.0967476
0.90303 -1 0.0980596
0.915152 -1 0.099523
0.927273 -1 0.101143
0.939394 -1 0.102925
0.951515 -1 0.104876
0.963636 -1 0.106999
0.975758 -1 0.109301
0.987879 -1 0.111789
1 -1 0.114466
1.01212 -1 0.11734
1.02424 -1 0.120417
1.03636 -1 0.123702
1.04848 -1 0.127201
1.06061 -1 0.130922
1.07273 -1 0.134869
1.08485 -1 0.139049
1.09697 -1 0.143469
1.10909 -1 0.148135
1.12121 -1 0.153054
1.13333 -1 0.158232
1.14545 -1 0.163676
1.15758 -1 0.169392
1.1697 -1 0.175388
1.18182 -1 0.18167
1.19394 -1 0.188246
1.20606 -1 0.195122
1.21818 -1 0.202305
1.2303 -1 0.209803
1.24242 -1 0.217623
1.25455 -1 0.225772
1.26667 -1 0.234258
1.27879 -1 0.243087
1.29091 -1 0.252269
1.30303 -1 0.261809
1.31515 -1 0.271716
1.32727 -1 0.281998
1.33939 -1 0.292662
1.35152 -1 0.303717
1.36364 -1 0.31517
1.37576 -1 0.327029
1.38788 -1 0.339303
1.4 -1 0.351999

0.2 -0.979798 0.132041
0.212121 -0.979798 0.131265
0.224242 -0.979798 0.130451
0.236364 -0.979798 0.1296
0.248485 -0.979798 0.128713
0.260606 -0.979798 0.127793
0.272727 -0.979798 0.12684
0.284848 -0.979798 0.125856
0.29697 -0.979798 0.124843
0.309091 -0.979798 0.123802
0.321212 -0.979798 0.122736
0.333333 -0.979798 0.121645
0.345455 -0.979798 0.120533
0.357576 -0.979798 0.1194
0.369697 -0.979798 0.11825
0.381818 -0.979798 0.117084
0.393939 -0.979798 0.115905
0.406061 -0.979798 0.114714
0.418182 -0.979798 0.113515
0.430303 -0.979798 0.112309
0.442424 -0.979798 0.111099
0.454545 -0.979798 0.109888
0.466667 -0.979798 0.108678
0.478788 -0.979798 0.107472
0.490909 -0.979798 0.106273
0.50303 -0.979798 0.105084
0.515152 -0.979798 0.103908
0.527273 -0.979798 0.102747
0.539394 -0.979798 0.101606
0.551515 -0.979798 0.100486
0.563636 -0.979798 0.0993908
0.575758 -0.979798 0.0983246
0.587879 -0.979798 0.0972901
0.6 -0.979798 0.096291
0.612121 -0.979798 0.0953307
0.624242 -0.979798 0.0944127
0.636364 -0.979798 0.0935409
0.648485 -0.979798 0.0927188
0.660606 -0.979798 0.0919503
0.672727 -0.979798 0.0912392
0.684848 -0.979798 0.0905896
0.69697 -0.979798 0.0900054
0.709091 -0.979798 0.0894908
0.721212 -0.979798 0.0890498
0.733333 -0.979798 0.0886867
0.745455 -0.979798 0.0884058
0.757576 -0.979798 0.0882116
0.769697 -0.979798 0.0881084
0.781818 -0.979798 0.0881007
0.793939 -0.979798 0.0881932
0.806061 -0.979798 0.0883906
0.818182 -0.979798 0.0886975
0.830303 -0.979798 0.0891187
0.842424 -0.979798 0.0896592
0.854545 -0.979798 0.0903239
0.866667 -0.979798 0.0911179
0.878788 -0.979798 0.0920461
0.890909 -0.979798 0.0931139
0.90303 -0.979798 0.0943263
0.915152 -0.979798 0.0956888
0.927273 -0.979798 0.0972067
0.939394 -0.979798 0.0988854
0.951515 -0.979798 0.100731
0.963636 -0.979798 0.102748
0.975758 -0.979798 0.104942
0.987879 -0.979798 0.107321
1 -0.979798 0.109888
1.01212 -0.979798 0.112651
1.02424 -0.979798 0.115614
1.03636 -0.979798 0.118785
1.04848 -0.979798 0.122168
1.06061 -0.979798 0.125772
1.07273 -0.979798 0.1296
1.08485 -0.979798 0.133661
1.09697 -0.979798 0.13796
1.10909 -0.979798 0.142504
1.12121 -0.979798 0.147298
1.13333 -0.979798 0.152351
1.14545 -0.979798 0.157669
1.15758 -0.979798 0.163257
1.1697 -0.979798 0.169124
1.18182 -0.979798 0.175276
1.19394 -0.979798 0.18172
1.20606 -0.979798 0.188462
1.21818 -0.979798 0.195511
1.2303 -0.979798 0.202873
1.24242 -0.979798 0.210556
1.25455 -0.979798 0.218566
1.26667 -0.979798 0.226912
1.27879 -0.979798 0.235601
1.29091 -0.979798 0.244639
1.30303 -0.979798 0.254036
1.31515 -0.979798 0.263798
1.32727 -0.979798 0.273933
1.33939 -0.979798 0.284449
1.35152 -0.979798 0.295355
1.36364 -0.979798 0.306657
1.37576 -0.979798 0.318364
1.38788 -0.979798 0.330484
1.4 -0.979798 0.343026

0.2 -0.959596 0.131862
0.212121 -0.959596 0.131063
0.224242 -0.959596 0.130225
0.236364 -0.959596 0.129349
0.248485 -0.959596 0.128436
0.260606 -0.959596 0.127488
0.272727 -0.959596 0.126506
0.284848 -0.959596 0.125492
0.29697 -0.959596 0.124447
0.309091 -0.959596 0.123374
0.321212 -0.959596 0.122273
0.333333 -0.959596 0.121147
0.345455 -0.959596 0.119998
0.357576 -0.959596 0.118827
0.369697 -0.959596 0.117637
0.381818 -0.959596 0.11643
0.393939 -0.959596 0.115209
