0 -1 1.00386 -0.496798 -0.000364037 -1.87003e-05 0.604004 0.57644 1.32927e-05 0.0869367 1.58124e-05
0.0078125 -1 1.0033 -0.497706 -0.00029652 -1.45918e-05 0.603443 0.577052 1.1789e-05 0.0868885 1.29585e-05
0.015625 -1 1.00247 -0.498863 -0.000228615 -9.18213e-06 0.602618 0.577784 1.01108e-05 0.0868189 1.03483e-05
0.0234375 -1 1.00142 -0.500258 -0.00016415 -2.22793e-06 0.601564 0.578635 9.28422e-06 0.0867285 9.58056e-06
0.03125 -1 1.00025 -0.501796 -0.000109963 6.05775e-06 0.600391 0.579541 9.1211e-06 0.0866272 8.75418e-06
0.0390625 -1 0.999243 -0.503201 -7.42143e-05 1.40918e-05 0.59938 0.580351 9.15901e-06 0.0865397 8.94959e-06
0.046875 -1 0.998596 -0.504294 -4.98585e-05 2.07969e-05 0.598728 0.58096 9.42492e-06 0.0864833 9.9887e-06
0.0546875 -1 0.99824 -0.505163 -3.2716e-05 2.62429e-05 0.598364 0.581413 1.00463e-05 0.0864521 1.16033e-05
0.0625 -1 0.998071 -0.50589 -2.04548e-05 3.05926e-05 0.598178 0.581771 1.12397e-05 0.0864373 1.29442e-05
0.0703125 -1 0.998039 -0.506539 -2.13385e-05 3.36835e-05 0.598131 0.582068 1.27479e-05 0.0864349 1.38053e-05
0.078125 -1 0.998051 -0.507114 -2.40681e-05 3.59265e-05 0.598154 0.582364 1.41358e-05 0.0864366 1.40378e-05
0.0859375 -1 0.998222 -0.507565 -3.58917e-05 3.73807e-05 0.598341 0.582618 1.55116e-05 0.0864491 1.43266e-05
0.09375 -1 0.998611 -0.507808 -6.73501e-05 3.75242e-05 0.598733 0.582771 1.72743e-05 0.0864817 1.52123e-05
0.101562 -1 0.999148 -0.507905 -0.000109408 3.67148e-05 0.59927 0.582863 1.92345e-05 0.0865288 1.64249e-05
0.109375 -1 0.999876 -0.507832 -0.000158836 3.55403e-05 0.599984 0.582892 2.11654e-05 0.0865917 1.78351e-05
0.117188 -1 1.00075 -0.507608 -0.00021118 3.41993e-05 0.600845 0.582876 2.27939e-05 0.0866669 1.92511e-05
0.125 -1 1.00176 -0.507244 -0.000264845 3.25765e-05 0.601844 0.58281 2.38649e-05 0.0867529 2.03002e-05
0.132812 -1 1.00289 -0.506764 -0.000318643 3.05468e-05 0.602955 0.582698 2.43319e-05 0.086848 2.12473e-05
0.140625 -1 1.00408 -0.506204 -0.000371196 2.81203e-05 0.604143 0.582551 2.42574e-05 0.0869494 2.18315e-05
0.148438 -1 1.00531 -0.505587 -0.000421352 2.52937e-05 0.605384 0.582381 2.40386e-05 0.0870556 2.19253e-05
0.15625 -1 1.00658 -0.504924 -0.000468338 2.19551e-05 0.606665 0.582186 2.39147e-05 0.0871655 2.18541e-05
0.164062 -1 1.00788 -0.504221 -0.000511955 1.81447e-05 0.607982 0.581963 2.37401e-05 0.0872789 2.18495e-05
0.171875 -1 1.0092 -0.50348 -0.000552715 1.41396e-05 0.609332 0.581719 2.33326e-05 0.0873957 2.2413e-05
0.179688 -1 1.01057 -0.502697 -0.000591817 1.01194e-05 0.610719 0.581456 2.30742e-05 0.0875163 2.35558e-05
0.1875 -1 1.01198 -0.50187 -0.000631593 6.11964e-06 0.612152 0.58117 2.31626e-05 0.0876414 2.49174e-05
0.195312 -1 1.01344 -0.500999 -0.000672884 2.26216e-06 0.613628 0.580874 2.3675e-05 0.0877703 2.65778e-05
0.203125 -1 1.01493 -0.500102 -0.000713597 -1.39556e-06 0.615128 0.580583 2.42838e-05 0.0879009 2.87427e-05
0.210938 -1 1.01639 -0.49923 -0.000750258 -4.69956e-06 0.616606 0.580315 2.4375e-05 0.0880284 3.05606e-05
0.21875 -1 1.01777 -0.498442 -0.000780963 -7.53943e-06 0.617997 0.580119 2.43826e-05 0.0881471 3.1896e-05
